id,org_id,url,species,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,age,sex,size,coat,fixed,house_trained,declawed,special_needs,shots_current,env_children,env_dogs,env_cats,name,tags,photo,status,posted,contact_city,contact_state,contact_zip,contact_country,stateQ,accessed,type,description
46024627,NV212,https://www.petfinder.com/dog/lily-46024627/nv/las-vegas/vegas-pet-rescue-project-nv212/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Dachshund,TRUE,FALSE,Red / Chestnut / Orange,NA,NA,Senior,Female,Small,Short,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,Lily,NA,NA,adoptable,2019-09-18T22:10:36+0000,Las Vegas,NV,89129,US,89009,9/20/2019,Dog,"LILY ?

PLEASE SHARE, SHARE, SHARE

This senior chi/doxie mix was rescued from the shelter about 3 mos ago. She had huge bladder stones and a rotten mouth. Poor sweetie was really in a lot of pain but despite that she was and is the sweetest thing. 

She had all stones removed and infection cleared and had an ectensive dental surgery. She is 10 yrs old approximately and is:

Ã¢Â€Â¢On a special Urinary Tract food diet for previous bladder stones and also, it is soft canned food because of dental surgery. She has 3 teeth; 2 front canines and 1 upper.
Ã¢Â€Â¢Enjoys soft treats 
Ã¢Â€Â¢Does not jump on furniture 
Ã¢Â€Â¢House trained 
Ã¢Â€Â¢Doggie door trained
Ã¢Â€Â¢Loves the outdoors
Ã¢Â€Â¢Enjoys short walks
Ã¢Â€Â¢Rides well in cars
Ã¢Â€Â¢Does well leashed with harness
Ã¢Â€Â¢Gets Along well with other small dogs 
Ã¢Â€Â¢Unsure of medium to large dogs that are full of energy
Ã¢Â€Â¢Barks when strangers come to the door 
Ã¢Â€Â¢Loves here own fluffy bed aside of crate
Ã¢Â€Â¢No issues in a crate if needed to be used temporarily. She actually sleeps in it at night with the door open....It has fluffy blankets and it makes her happy...itÃ¢Â€Â™s HER space

She is looking for her perfect forever home with loving humans that want to cherish a senior rescue pup?

vegaspetrescueproject.com"
46023420,NV26,https://www.petfinder.com/dog/bentley-46023420/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Bulldog,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Male,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,BENTLEY,NA,NA,adoptable,2019-09-18T20:14:42+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46021809,NV26,https://www.petfinder.com/dog/shandy-46021809/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,German Shepherd Dog,Mixed Breed,TRUE,FALSE,NA,NA,NA,Young,Female,Large,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,SHANDY,NA,NA,adoptable,2019-09-18T18:14:18+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46021807,NV26,https://www.petfinder.com/dog/bianca-46021807/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Female,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,BIANCA,NA,NA,adoptable,2019-09-18T18:14:17+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46020352,AZ662,https://www.petfinder.com/dog/ara-46020352/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Shar-Pei,NA,TRUE,FALSE,Yellow / Tan / Blond / Fawn,NA,NA,Adult,Female,Large,Short,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,Ara,NA,NA,adoptable,2019-09-18T16:42:58+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,"Ara is pretty shy at the shelter.  She's just wondering what's going on.  In the play yard she smelled all around and wasn't to sure who I was, but once we spent some time together she came over and wanted me to pet her.  She seemed to do pretty good on the leash.  She might take a little time to get comfortable with where she is, but once she does she'll love you."
46020343,AZ662,https://www.petfinder.com/dog/sofie-46020343/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Baby,Female,Large,Short,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,Sofie,NA,NA,adoptable,2019-09-18T16:39:27+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,Sofie is a sweet loving girl.  She is still a puppy so she loves toys and playing and running around.  she also loves cuddles and pets.
46020326,AZ662,https://www.petfinder.com/dog/lala-46020326/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Shar-Pei,NA,TRUE,FALSE,Yellow / Tan / Blond / Fawn,NA,NA,Adult,Female,Medium,Short,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,Lala,NA,NA,adoptable,2019-09-18T16:38:00+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,"Lala is a sweet girl.  She likes to do her own thing and was messing about the play yard checking everything out.  When she was ready she came right up and wanted pets from me.  She wasn't super interested in toys but there were a lot of smells to smell.  once she knows her surroudings she'll probably love toys, treats, and lots of loving."
46020312,AZ662,https://www.petfinder.com/dog/maximus-46020312/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Shepherd,Pit Bull Terrier,TRUE,FALSE,Brindle,NA,NA,Young,Male,Large,Short,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,Maximus,NA,NA,adoptable,2019-09-18T16:35:57+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,"Maximus is outgoing and full of energy.  He loves to play and run around.  He likes to get pets.  He might not know sit just yet, but he is an eager learner and loves food and toys to motivate him."
46020301,AZ662,https://www.petfinder.com/dog/bobbi-46020301/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Shepherd,NA,TRUE,FALSE,Black,Brindle,NA,Young,Female,Medium,Short,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,Bobbi,NA,NA,adoptable,2019-09-18T16:33:54+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,Bobbi is very shy at the shelter.  She did not want to interact so she just sat in the corner.  Once she's in a home she'll probably warm right up.
46020258,AZ662,https://www.petfinder.com/dog/marty-46020258/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,NA,TRUE,FALSE,NA,NA,NA,Adult,Male,Medium,Short,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,Marty,NA,NA,adoptable,2019-09-18T16:32:28+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,"Marty seems like a sweet dog.  He's a little shy at first but likes to cuddle up to people right away.  He wasn't super interested in toy's, but he would probably love some once he gets a home of his own."
46020245,AZ662,https://www.petfinder.com/dog/jackson-46020245/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Jack Russell Terrier,NA,TRUE,FALSE,Brown / Chocolate,White / Cream,NA,Baby,Male,Medium,Short,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,Jackson,NA,NA,adoptable,2019-09-18T16:30:13+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,Jackson is a fun-loving little guy.  He loves to play and bounce around with other dogs.  he loves to chase toys and get lovin' from people.
46020236,AZ662,https://www.petfinder.com/dog/steve-46020236/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Retriever,NA,TRUE,FALSE,Yellow / Tan / Blond / Fawn,NA,NA,Adult,Male,Medium,Medium,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,Steve,NA,NA,adoptable,2019-09-18T16:28:47+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,"Steve is a sweetheart.  He was found in rough shape.  He can barely walk from being nearly starved to death but is making progress toward recovery every day.  He's eating wet food twice a day, he's not quite ready for kibble.  He loves to be with someone and just be petted or put his head in your lap for loving.  He just wants to heal and be loved on."
46020230,AZ662,https://www.petfinder.com/dog/mileena-46020230/az/kingman/mohave-county-animal-shelter-az662/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Hound,NA,TRUE,FALSE,Bicolor,NA,NA,Adult,Female,Medium,Short,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,Mileena,loving,NA,adoptable,2019-09-18T16:26:11+0000,Kingman,AZ,86401,US,89009,9/20/2019,Dog,"Mileena is a sweet girl.  She likes to play ball, cuddle and get pets.  She loves toys and treats."
46015991,NV26,https://www.petfinder.com/dog/eugene-46015991/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Male,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,EUGENE,NA,NA,adoptable,2019-09-18T02:12:07+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46015398,NV26,https://www.petfinder.com/dog/lauren-46015398/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Female,Medium,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,LAUREN,NA,NA,adoptable,2019-09-18T01:11:49+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46015218,NV48,https://www.petfinder.com/dog/frost-46015218/nv/henderson/animal-adoptions-ltd-nv48/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,TRUE,FALSE,White / Cream,NA,NA,Young,Female,Small,Short,FALSE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Frost,NA,NA,adoptable,2019-09-18T00:53:28+0000,Henderson,NV,89009,US,89009,9/20/2019,NA,NA
46012741,NV26,https://www.petfinder.com/dog/timbo-46012741/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Mixed Breed,TRUE,FALSE,NA,NA,NA,Young,Male,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,TIMBO,NA,NA,adoptable,2019-09-17T20:11:53+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46012739,NV26,https://www.petfinder.com/dog/filepe-46012739/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Siberian Husky,Labrador Retriever,TRUE,FALSE,NA,NA,NA,Young,Male,Medium,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FILEPE,NA,NA,adoptable,2019-09-17T20:11:52+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46012718,NV187,https://www.petfinder.com/dog/velma-46012718/nv/las-vegas/hearts-alive-village-las-vegas-nv187/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Adult,Female,Large,NA,TRUE,TRUE,NA,FALSE,FALSE,TRUE,TRUE,NA,Velma,NA,NA,adoptable,2019-09-17T20:11:41+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Who's the prettiest 2yr old girl? Velma, that's who! Velma loves to go for car rides and hang out with her human. She gets along with other dogs who are not too bossy and so far hasn't shown much interest in cats. We can further cat test her if necessary. She sits and stays on command. Velma really wants to be a good girl.

She is spayed, up to date on vaccines and has a microchip. Please email info@havlv.com for interest."
46010922,NV26,https://www.petfinder.com/dog/rhonda-46010922/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,Mixed Breed,TRUE,FALSE,NA,NA,NA,Young,Female,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,RHONDA,NA,NA,adoptable,2019-09-17T18:10:58+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46010921,NV26,https://www.petfinder.com/dog/bella-46010921/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,American Bulldog,Chow Chow,TRUE,FALSE,NA,NA,NA,Adult,Female,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,BELLA,NA,NA,adoptable,2019-09-17T18:10:57+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46010919,NV26,https://www.petfinder.com/dog/precious-46010919/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Female,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,PRECIOUS,NA,NA,adoptable,2019-09-17T18:10:57+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46010918,NV26,https://www.petfinder.com/dog/veronica-46010918/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Female,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,VERONICA,NA,NA,adoptable,2019-09-17T18:10:57+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46008181,NV26,https://www.petfinder.com/dog/goldie-46008181/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Adult,Female,Large,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,GOLDIE,NA,NA,adoptable,2019-09-17T14:10:32+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
46007891,NV155,https://www.petfinder.com/dog/flash-46007891/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,FALSE,FALSE,Brindle,White / Cream,NA,Baby,Male,Small,Short,TRUE,TRUE,NA,FALSE,TRUE,NA,TRUE,NA,Flash,NA,NA,adoptable,2019-09-17T13:50:33+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Hi! My name is Flash. IÃ¢Â€Â™m about 5 months old, weigh a little over 5 lbs, and am a male Chihuahua mix.  I love lots of attention and cuddles. IÃ¢Â€Â™ll stay in my crate when needed and have some potty accidents that me and my foster mom are currently working on. I pee mostly on the pee pads. I know the basic Ã¢Â€ÂœsitÃ¢Â€Â command and love treats. IÃ¢Â€Â™m very observative and get anxious at first around other dogs. I love my own space. Me And my human big sis love to hang out together. I will be neutered, microchipped and up to date on vaccines prior to be adopted. To meet me please contact my foster mommy, Destiny, at 702-205-2723  There is an adoption fee."
46007288,NV39,https://www.petfinder.com/dog/paige-46007288/nv/las-vegas/nevada-society-for-the-prevention-of-cruelty-to-animals-nevada-spca-nv39/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,FALSE,FALSE,NA,NA,NA,Adult,Female,Medium,NA,TRUE,FALSE,NA,FALSE,TRUE,NA,NA,NA,Paige,NA,NA,adoptable,2019-09-17T10:16:48+0000,Las Vegas,NV,89118,US,89009,9/20/2019,Dog,"If you would like to contribute to the care and well being of our animals please visit
Nevadaspca.org"
46005760,NV54,https://www.petfinder.com/dog/monique-46005760/nv/las-vegas/las-vegas-valley-humane-society-nv54/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Maltese,NA,TRUE,FALSE,White / Cream,NA,NA,Adult,Female,Small,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,TRUE,NA,Monique,NA,NA,adoptable,2019-09-17T02:23:56+0000,Las Vegas,NV,89146,US,89009,9/20/2019,Dog,"Monique is a sweet 7lb Maltese mix who was found running on the streets.  She was severely matted and had a mouth full of rotten teeth.  No owner came forward to claim her, so she was bathed, shaved, spayed, vaccinated, teeth extracted, dental and polish.  She is now ready for a forever home."
46005576,NV54,https://www.petfinder.com/dog/kimo-46005576/nv/las-vegas/las-vegas-valley-humane-society-nv54/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,German Shepherd Dog,Golden Retriever,TRUE,FALSE,Black,Red / Chestnut / Orange,NA,Adult,Male,Large,Medium,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,Kimo,NA,NA,adoptable,2019-09-17T02:16:14+0000,Las Vegas,NV,89146,US,89009,9/20/2019,Dog,"Kimo is a four and a half year old Shepherd/Golden Retriever Mix.  He was surrendered by his owner when he could no longer care for him.  Kimo is a sweet, gentle boy who is currently being fostered with two other large dogs.  He is neutered, current on vaccines and microchipped."
46005725,NV205,https://www.petfinder.com/dog/lobo-46005725/nv/las-vegas/maytes-rescue-nv205/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Siberian Husky,NA,FALSE,FALSE,Harlequin,NA,NA,Young,Male,Large,NA,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,NA,Lobo,Loving|Playful|active|friendly,NA,adoptable,2019-09-17T02:12:55+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,Meet Lobo... He's an owner surrender. Look at those eyes !! This boy is super friendly and would make a great family dog. He is a two year old Siberian Husky. He's about 66 pounds and he has been neutered and microchipped. Good with all !
46005633,NV205,https://www.petfinder.com/dog/lara-46005633/nv/las-vegas/maytes-rescue-nv205/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Maltese,Poodle,TRUE,FALSE,NA,NA,NA,Baby,Female,Small,Long,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Lara,Loving|playful|active,NA,adoptable,2019-09-17T02:06:12+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Meet Lara.... Born at MayteÃ¢Â€Â™s Rescue Facility on June 21, 2019. Her Mom was one of the 20 MaltipooÃ¢Â€Â˜s rescued earlier this year. She is ready for her fur ever home. SheÃ¢Â€Â™s just a baby so no distinct personality traits, likes or dislikes. But she rates high on the cuteness scale, donÃ¢Â€Â™t you think? 
Only local adopters or those in neighbouring states please. 
"
46005567,NV205,https://www.petfinder.com/dog/tower-46005567/nv/las-vegas/maytes-rescue-nv205/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Maltese,Poodle,TRUE,FALSE,NA,NA,NA,Baby,Male,Small,Long,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Tower,Loving|playful|active,NA,adoptable,2019-09-17T01:59:57+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Meet Tower.... Born at MayteÃ¢Â€Â™s Rescue Facility on June 9, 2019. His Mom was one of the 20 MaltipooÃ¢Â€Â˜s rescued earlier this year. He is ready for her fur ever home. He is just a baby so no distinct personality traits, likes or dislikes. But he rates high on the heartbreaker scale, donÃ¢Â€Â™t you think? 
Only local adopters or those in neighbouring states please. 
"
46005531,NV205,https://www.petfinder.com/dog/bambina-46005531/nv/las-vegas/maytes-rescue-nv205/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Maltese,Poodle,TRUE,FALSE,NA,NA,NA,Baby,Female,Small,Long,FALSE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,TRUE,Bambina,Loving|Playful|active,NA,adoptable,2019-09-17T01:49:31+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Meet Bambina.... Born at MayteÃ¢Â€Â™s Rescue Facility on June 9, 2019. Her Mom was one of the 20 MaltipooÃ¢Â€Â˜s rescued earlier this year. She is ready for her fur ever home. SheÃ¢Â€Â™s just a baby so no distinct personality traits, likes or dislikes. But she rates high on the cuteness scale, donÃ¢Â€Â™t you think? 
Only local adopters or those in neighbouring states please. 
"
45989641,NV26,https://www.petfinder.com/dog/daisy-45989641/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Female,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,DAISY,NA,NA,adoptable,2019-09-16T20:08:12+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45988823,NV26,https://www.petfinder.com/dog/peter-pan-45988823/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,Mixed Breed,TRUE,FALSE,NA,NA,NA,Young,Male,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,PETER PAN,NA,NA,adoptable,2019-09-16T19:08:19+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45988816,NV26,https://www.petfinder.com/dog/little-lacy-45988816/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Adult,Female,Medium,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,LITTLE LACY,NA,NA,adoptable,2019-09-16T19:08:18+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45988814,NV26,https://www.petfinder.com/dog/patrick-45988814/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Male,Small,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,PATRICK,NA,NA,adoptable,2019-09-16T19:08:17+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45987766,AZ255,https://www.petfinder.com/dog/puppies-45987766/az/golden-valley/for-the-luv-of-paws-ii-inc-az255/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Black Labrador Retriever,Australian Cattle Dog / Blue Heeler,TRUE,FALSE,Black,White / Cream,NA,Baby,Female,Large,Medium,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Puppies,Loving|Playful|Active,NA,adoptable,2019-09-16T17:51:29+0000,Golden Valley,AZ,86413,US,89009,9/20/2019,Dog,"10 pups - 4 boys and 6 girls

Black with some white

DOB: 7-1-19

Will be available for adoption October 15, 2019

Come see them now and reserve your new baby!"
45987322,NV26,https://www.petfinder.com/dog/cali-45987322/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Akita,Siberian Husky,TRUE,FALSE,NA,NA,NA,Young,Female,Medium,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,CALI,NA,NA,adoptable,2019-09-16T17:07:32+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45985729,NV26,https://www.petfinder.com/dog/zelia-45985729/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Female,Medium,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,ZELIA,NA,NA,adoptable,2019-09-16T14:07:02+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45984048,NV26,https://www.petfinder.com/dog/lomax-45984048/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,NA,TRUE,FALSE,NA,NA,NA,Young,Male,Large,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,LOMAX,NA,NA,adoptable,2019-09-16T03:06:03+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45983456,NV26,https://www.petfinder.com/dog/rocky-45983456/nv/las-vegas/the-animal-foundation-nv26/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Pit Bull Terrier,Mixed Breed,TRUE,FALSE,NA,NA,NA,Adult,Male,Large,NA,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,ROCKY,NA,NA,adoptable,2019-09-16T01:05:45+0000,Las Vegas,NV,89101,US,89009,9/20/2019,Dog,NA
45982562,NV155,https://www.petfinder.com/dog/ella-45982562/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Chihuahua,NA,TRUE,FALSE,Red / Chestnut / Orange,NA,NA,Young,Female,Small,Short,TRUE,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,Ella,NA,NA,adoptable,2019-09-15T23:09:51+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,"Totally devoted to you!
Ella is a gorgeous girl who is 
happy, affectionate and good with other dogs. Sweet and full of personality, she just lo-o-o-o-ves people.  If youÃ¢Â€Â™re looking for a pooch that will stick to you like glue Ella would be your gal!
Ella is a young dog who's fallen on hard times but her gentle, nurturing soul still shines through. Ideal for a family with well behaved children, she'd be the perfect companion for a family who wants a quiet, friendly pet with good house manners. Ella is 14 pounds and 1 and half years old. She was rescued from our local shelter due to a cloudy eye- as of now we are trying to save her eye. We are doing two drops every 8 hours- we will soon know if her eye needs removed. She is housebroken, crate trained, good with other dogs her size, loves a walk, great in the car and extremely sweet.  Ahome4spot call Mandi 702-321-0578
"
45982546,NV155,https://www.petfinder.com/dog/penny-45982546/nv/las-vegas/a-home-4-spot-nv155/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Terrier,Chihuahua,TRUE,FALSE,Red / Chestnut / Orange,White / Cream,NA,Young,Female,Small,Short,TRUE,FALSE,NA,FALSE,TRUE,NA,TRUE,NA,Penny,NA,NA,adoptable,2019-09-15T23:02:06+0000,Las Vegas,NV,89103,US,89009,9/20/2019,Dog,Meet Penny came from the local shelter. She seemed to be dog friendly I had her around one of the other dogs off leash for about 20 min seemed fine. Tons of energy loves toys. I WILL UPDATE  as we learn more. 702 239 7986
45982553,NV59,https://www.petfinder.com/dog/chocolate-45982553/nv/las-vegas/happy-home-animal-sanctuary-nv59/?referrer_id=87b31e7d-4508-41d1-95ff-fdb59b9d4669,Dog,Schnauzer,Terrier,TRUE,FALSE,Black,NA,NA,Baby,Female,Small,Short,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,NA,Chocolate,NA,NA,adoptable,2019-09-15T23:01:11+0000,Las Vegas,NV,89123,US,89009,9/20/2019,Dog,"Chocolate is a 4 month old schnauzer/terrier mix.  She is a sweet girl looking for a forever home.

Dogs are available for adoption Saturday from 11am to 4pm and Sunday from 11-3pm at PETSMART (9869 S. Eastern Ave at Silverado Ranch, in the Target plaza, Las Vegas, NV 89123).  


Volunteers and/or donations are always welcome!  Thank You for your support."
